Company,Headquarter,Sector,Investor,Amount,Stage,fundyear
Propelld,Bangalore,E-learning,Inflection Point Ventures,250000.0,Seed,2018
PivotRoots,Mumbai,Advertising,Inflection Point Ventures,239797377.9602122,Series A,2018
ZiffyHomes,Delhi,Marketplace,Inflection Point Ventures,120000.0,Seed,2018
Carmesi,Gurgaon,Health,Inflection Point Ventures,34000000.0,Seed,2018
OckyPocky,Haryana,E-learning,Inflection Point Ventures,239797377.9602122,Angel,2018
Racetrack,Bangalore,AI,Inflection Point Ventures,342000000.0,Seed,2018
WHR,Pune,Health,Inflection Point Ventures,143145.0,Seed,2018
Asteria Aerospace,Bangalore,Aerospace,Inflection Point Ventures,239797377.9602122,Seed,2018
FabAlley,Noida,E-Commerce,Inflection Point Ventures,600000000.0,Series B,2018
Tranzmeo,Cochin,AI,Inflection Point Ventures,239797377.9602122,Pre-Seed,2018
SBI Life,Mumbai,Insurance,Inflection Point Ventures,742000000.0,Private Equity,2018
Studds Accessories,Faridabad,E-Commerce,Inflection Point Ventures,1000000000.0,Private Equity,2018
Design Cafe,Bangalore,Home Decor,Inflection Point Ventures,2000000000.0,Series B,2018
NoPaperForms Solutions Pvt. Ltd.,Delhi,EdTech,Inflection Point Ventures,3980000.0,Series B,2018
Rays Power Infra,Jaipur,Energy,Inflection Point Ventures,2000000000.0,Venture - Series Unknown,2018
AuthMetrik,Gurgaon,B2B,Inflection Point Ventures,10000.0,Grant,2018
Khidki,Bangalore,AI,Inflection Point Ventures,239797377.9602122,Seed,2018
LetsTransport,Bangalore,Logistics,Inflection Point Ventures,1000000000.0,Series B,2018
Next Digital Solutions,Kota,Digital Marketing,Inflection Point Ventures,100000.0,Angel,2018
Portea Medical,Bangalore,Health,Inflection Point Ventures,250000000.0,Seed,2018
Aavas Financiers,Jaipur,Finance,Inflection Point Ventures,2000000000.0,Post-IPO Debt,2018
Swiggy,Bangalore,Food Delivery,Inflection Point Ventures,1000000000.0,Series H,2018
Milkbasket,Haryana,E-Commerce,Inflection Point Ventures,7000000.0,Series A,2018
Nutrisattva (Proliva),Anand,Fitness,Inflection Point Ventures,239797377.9602122,Angel,2018
Toppr,Mumbai,EdTech,Inflection Point Ventures,35000000.0,Series C,2018
Jagaran Microfin,Kolkata,Finance,Inflection Point Ventures,550000000.0,Seed,2018
Vivriti Capital,Chennai,Finance,Inflection Point Ventures,28500000.0,Venture - Series Unknown,2018
Be U Salons,Delhi,Apps,Inflection Point Ventures,30000000.0,Seed,2018
Impact Guru,Mumbai,Creative Agency,Inflection Point Ventures,2000000.0,Series A,2018
MobiKwik,Gurgaon,Consumer Lending,Inflection Point Ventures,240000000.0,Series E,2018
Stones2Milestones,Gurgaon,E-learning,Inflection Point Ventures,239797377.9602122,Seed,2018
Generico,Mumbai,Health,Inflection Point Ventures,239797377.9602122,Series A,2018
Adiuvo Diagnostics,Chennai,Health Diagnostics,Inflection Point Ventures,239797377.9602122,Seed,2018
DataTrained,Bangalore,EdTech,Inflection Point Ventures,120000000.0,Seed,2018
OneAssist,Mumbai,Finance,Inflection Point Ventures,2400000.0,Seed,2018
Satin Creditcare Network Limited (SCNL),Delhi,Banking,Inflection Point Ventures,30000000.0,Post-IPO Debt,2018
APAC Financial Services,Mumbai,Finance,Inflection Point Ventures,2500000000.0,Private Equity,2018
Moglix,Noida,B2B,Inflection Point Ventures,23000000.0,Series C,2018
SEDEMAC Mechatronics,Mumbai,Automotive,Inflection Point Ventures,239797377.9602122,Venture - Series Unknown,2018
MadGuy Labs,Hyderabad,E-learning,Inflection Point Ventures,150000.0,Venture - Series Unknown,2018
Dee Dee Labs,Pune,Embedded Systems,Inflection Point Ventures,239797377.9602122,Seed,2018
FLEECA,Jaipur,Finance,Inflection Point Ventures,239797377.9602122,Seed,2018
Shop101,Mumbai,Apps,Inflection Point Ventures,11000000.0,Series B,2018
FeedMyPockets,Bangalore City,Advertising,Inflection Point Ventures,44000000.0,Seed,2018
Housejoy,Bangalore,Beauty,Inflection Point Ventures,3240000.0,Series B,2018
Ambee,Bangalore,Health,Inflection Point Ventures,239797377.9602122,Angel,2018
FoodBuddy,Belgaum,Food Delivery,Inflection Point Ventures,60000000.0,Seed,2018
Ninjacart,Bangalore,Agtech,Inflection Point Ventures,2500000000.0,Series B,2018
Olly Smart Credit Card,Delhi,Credit Cards,Inflection Point Ventures,239797377.9602122,Seed,2018
Zestl,Pune,Software,Inflection Point Ventures,239797377.9602122,Seed,2018
BYJU’S,Bangalore,EdTech,Inflection Point Ventures,540000000.0,Private Equity,2018
Wakefit,Bangalore,Manufacturing,Inflection Point Ventures,650000000.0,Venture - Series Unknown,2018
Hero Electric,Delhi,Manufacturing,Inflection Point Ventures,1600000000.0,Venture - Series Unknown,2018
Pentation Analytics,Mumbai,Information Services,Inflection Point Ventures,239797377.9602122,Seed,2018
PerkFinance,Bangalore,Consumer Lending,Inflection Point Ventures,900000.0,Seed,2018
Roposo,Gurgaon,Internet,Inflection Point Ventures,10000000.0,Series C,2018
Plum Goodness,Thane,Beauty,Inflection Point Ventures,239797377.9602122,Series A,2018
Drstore,Mumbai,Hospital,Inflection Point Ventures,239797377.9602122,Seed,2018
Wow Venue,Mumbai,Events,Inflection Point Ventures,1500000.0,Venture - Series Unknown,2018
Chizel,Pune,3D Printing,Inflection Point Ventures,239797377.9602122,Seed,2018
OTO Capital,Mumbai,Automotive,Inflection Point Ventures,50000000.0,Seed,2018
Boodmo,Gurgaon,Automotive,Inflection Point Ventures,70000000.0,Seed,2018
Khabri,Haryana,Apps,Inflection Point Ventures,239797377.9602122,Seed,2018
MyNewCar.in,Gurgaon,Automotive,Inflection Point Ventures,1000000.0,Venture - Series Unknown,2018
HalaPlay Technologies,Bangalore,Entertainment,Inflection Point Ventures,5000000.0,Series A,2018
PlanetSpark,Gurgaon,E-learning,Inflection Point Ventures,16000000.0,Seed,2018
WheelsEMI,Pune,Finance,Inflection Point Ventures,14000000.0,Series B,2018
Forum for Innovation Incubation Research and Entrepreneurship,Margão,Funding Platform,Inflection Point Ventures,102500000.0,Grant,2018
OYO,Gurgaon,Hospitality,Inflection Point Ventures,100000000.0,Series E,2018
Quikr,Bangalore,Classifieds,Inflection Point Ventures,550000000.0,Seed,2018
Tabono,Gurgaon,Sports,Inflection Point Ventures,239797377.9602122,Seed,2018
LearnApp,Noida,Banking,Inflection Point Ventures,20000000.0,Seed,2018
Shopkirana,Indore,E-Commerce,Inflection Point Ventures,2000000.0,Venture - Series Unknown,2018
Fric Bergen,Alwar,Finance,Inflection Point Ventures,239797377.9602122,Venture - Series Unknown,2018
Articbot,Kannur,AI,Inflection Point Ventures,1200000.0,Grant,2018
BuildSupply,Gurgaon,Enterprise Resource Planning (Erp),Inflection Point Ventures,250000000.0,Series A,2018
Fusion Microfinance,Delhi,Banking,Inflection Point Ventures,5200000000.0,Series E,2018
Any time Doctor,Chennai,Software,Inflection Point Ventures,239797377.9602122,Angel,2018
Go Payments,Mumbai,Information Services,Inflection Point Ventures,239797377.9602122,Corporate Round,2018
Guiddoo World,Mumbai,Audio,Inflection Point Ventures,800000.0,Seed,2018
ION Energy,Mumbai,Energy,Inflection Point Ventures,1041000.0,Venture - Series Unknown,2018
UnoTag,Bangalore,AI,Inflection Point Ventures,100000.0,Pre-Seed,2018
CivilCops,Gurgaon,Government,Inflection Point Ventures,100000.0,Pre-Seed,2018
Rockmetric,Mumbai,Information Technology,Inflection Point Ventures,239797377.9602122,Grant,2018
Classworks India,Chennai,E-learning,Inflection Point Ventures,100000.0,Undisclosed,2018
Snapmint,Mumbai,Consumer Lending,Inflection Point Ventures,239797377.9602122,Seed,2018
artbandhu,Bangalore,Digital Media,Inflection Point Ventures,15000.0,Pre-Seed,2018
Survaider,Bangalore,Business Intelligence,Inflection Point Ventures,500000.0,Seed,2018
Credy,Bangalore,Credit,Inflection Point Ventures,1400000.0,Seed,2018
iChamp,Gurgaon,E-learning,Inflection Point Ventures,5000000.0,Seed,2018
Qandle,Gurgaon,Software,Inflection Point Ventures,1200000.0,Seed,2018
Avishkaar Box,Delhi,Children,Inflection Point Ventures,50000000.0,Seed,2018
Gegadyne Energy,Mumbai,Automotive,Inflection Point Ventures,239797377.9602122,Angel,2018
HyperXchange,Pune,E-Commerce,Inflection Point Ventures,1000000.0,Series A,2018
Deftouch,Bangalore,Finance,Inflection Point Ventures,239797377.9602122,Seed,2018
Doodhwala,Bangalore,Food Delivery,Inflection Point Ventures,2200000.0,Seed,2018
DronaHQ,Mumbai,Mobile,Inflection Point Ventures,500000.0,Angel,2018
FastFox,Gurgaon,Rental,Inflection Point Ventures,100000000.0,Series A,2018
Colive.in,Bangalore,Consumer,Inflection Point Ventures,1800000.0,Seed,2018
Agricxlab Private Limited,Thane,B2B,Inflection Point Ventures,500000.0,Seed,2018
Corefactors,Bangalore,Finance,Inflection Point Ventures,239797377.9602122,Seed,2018
Fincash.com,Mumbai,Wealth Management,Inflection Point Ventures,150000.0,Seed,2018
Pandorum Technologies,Bangalore,Biotechnology,Inflection Point Ventures,3600000.0,Series A,2018
Shirsa Labs,Mumbai,E-learning,Inflection Point Ventures,500000.0,Seed,2018
PetSutra,Gurgaon,Veterinary,Inflection Point Ventures,9500000.0,Seed,2018
Awaaz De,Ahmedabad,Internet,Inflection Point Ventures,239797377.9602122,Angel,2018
PinkBlue,Bangalore,Health,Inflection Point Ventures,300000.0,Seed,2018
Eduvanz,Mumbai,Finance,Inflection Point Ventures,500000.0,Angel,2018
Rupeek,Bangalore,Finance,Inflection Point Ventures,6830000.0,Series A,2018
Backpacker Panda Holidays Private Limited,Pune,Travel,Inflection Point Ventures,1400000.0,Series A,2018
Shape (School Health and Physical Education),Pune,E-learning,Inflection Point Ventures,200000.0,Seed,2018
Placio,Noida,Hospitality,Inflection Point Ventures,2000000.0,Seed,2018
Aviom India Housing Finance,Delhi,Finance,Inflection Point Ventures,150000000.0,Series A,2018
GenRobotic,Trivandrum,Market Research,Inflection Point Ventures,239797377.9602122,Seed,2018
HeyHolidays,Bangalore,Travel,Inflection Point Ventures,1000000.0,Seed,2018
Pratilipi,Bangalore,Digital Media,Inflection Point Ventures,4300000.0,Series A,2018
SectorQube,Ernakulam,Consumer Electronics,Inflection Point Ventures,239797377.9602122,Seed,2018
Food Memories,Ahmedabad,Food And Beverage,Inflection Point Ventures,239797377.9602122,Seed,2018
ZAMROO,India,Internet,Inflection Point Ventures,239797377.9602122,Seed,2018
Silversparro Technologies Pvt. Ltd,Gurgaon,Analytics,Inflection Point Ventures,300000.0,Seed,2018
Creator’s Gurukul,Gurgaon,Facilities Support Services,Inflection Point Ventures,239797377.9602122,Angel,2018
Emflux Motors,Bangalore,Automotive,Inflection Point Ventures,364846.0,Seed,2018
Tricog Health Services Pvt Ltd,Bangalore,Health,Inflection Point Ventures,4000000.0,Series A,2018
Scapic,Bangalore,Cloud Computing,Inflection Point Ventures,500000.0,Seed,2018
6Degree,Mumbai,Fashion,Inflection Point Ventures,400000.0,Seed,2018
Chrysalis (EZ Vidya),Chennai,E-learning,Inflection Point Ventures,239797377.9602122,Seed,2018
Ekincare,Hyderabad,Medical,Inflection Point Ventures,1500000.0,Series A,2018
Streo,Gurgaon,Music Streaming,Inflection Point Ventures,239797377.9602122,Seed,2018
Groww,Kormangala,Finance,Inflection Point Ventures,120000.0,Seed,2018
Cell Propulsion,Bangalore,Finance,Inflection Point Ventures,7000000.0,Seed,2018
Chezuba,Hyderabad,Internet,Inflection Point Ventures,1400000.0,Angel,2018
Ontrack Technologies Pvt. Ltd,Bangalore,Retail,Inflection Point Ventures,239797377.9602122,Seed,2018
Wealthtrust,Mumbai,Finance,Inflection Point Ventures,500000.0,Seed,2018
Faclon Labs,Mumbai,Cloud Computing,Inflection Point Ventures,239797377.9602122,Seed,2018
Awign Enterprises,Bangalore,Business Development,Inflection Point Ventures,50000000.0,Seed,2018
CollPoll,Bangalore,E-learning,Inflection Point Ventures,239797377.9602122,Seed,2018
Zyla Health,Delhi,Health,Inflection Point Ventures,239797377.9602122,Seed,2018
Hubhopper,Delhi,Internet,Inflection Point Ventures,500000.0,Series A,2018
Rubix108 Technologies,Pune,Information Technology,Inflection Point Ventures,1000000.0,Seed,2018
Workflexi,Bangalore,HR,Inflection Point Ventures,10000000.0,Seed,2018
Streak,Bangalore,Finance,Inflection Point Ventures,22500000.0,Seed,2018
Kuants,Gurgaon,Finance,Inflection Point Ventures,5000000.0,Seed,2018
NiYO Solutions,Bangalore,Finance,Inflection Point Ventures,13200000.0,Series A,2018
Hippo Video,Chennai,Customer Service,Inflection Point Ventures,239797377.9602122,Seed,2018
Satvacart,Gurgaon,E-Commerce,Inflection Point Ventures,239797377.9602122,Seed,2018
Daaki,Bangalore,Health,Inflection Point Ventures,239797377.9602122,Angel,2018
Simulanis,Delhi,Training,Inflection Point Ventures,500000.0,Seed,2018
MY CHIRAAG CAB,Jaipur,Travel,Inflection Point Ventures,1000000.0,Seed,2018
WOTU,Bangalore,Food And Beverage,Inflection Point Ventures,239797377.9602122,Seed,2018
Flathalt,Gurgaon,Finance,Inflection Point Ventures,50000.0,Angel,2018
True Elements,Pune,Dietary Supplements,Inflection Point Ventures,50000000.0,Seed,2018
Trendlyne Technologies,Bangalore,Finance,Inflection Point Ventures,200000.0,Seed,2018
Planys Technologies,Chennai,Manufacturing,Inflection Point Ventures,140200000.0,Series A,2018
HealthPlix,Bangalore,Fitness,Inflection Point Ventures,3000000.0,Series A,2018
dishq,Bangalore,Finance,Inflection Point Ventures,400000.0,Seed,2018
Entropik Technology,Bangalore,AI,Inflection Point Ventures,1100000.0,Seed,2018
myHQ,Delhi,Collaboration,Inflection Point Ventures,500000.0,Series A,2018
Trell,Bangalore City,Finance,Inflection Point Ventures,1250000.0,Seed,2018
Kidovators (by GyanLab),Bangalore,Big Data,Inflection Point Ventures,180000.0,Seed,2018
Log 9 Materials,Uttar Pradesh,Nanotechnology,Inflection Point Ventures,30000000.0,Seed,2018
VTION,Gurgaon,Analytics,Inflection Point Ventures,19200000.0,Seed,2018
HousingMan.com,Bangalore,Finance,Inflection Point Ventures,103000000.0,Seed,2018
Steradian Semiconductors,Bangalore,Finance,Inflection Point Ventures,239797377.9602122,Seed,2018
RupeeCircle,Mumbai,Finance,Inflection Point Ventures,40000000.0,Seed,2018
Wooden Street,Jaipur,E-Commerce,Inflection Point Ventures,1000000.0,Series A,2018
The Ken,Bangalore,Digital Media,Inflection Point Ventures,1500000.0,Series A,2018
SaffronStays,Mumbai,Finance,Inflection Point Ventures,2000000.0,Seed,2018
Vebbler,Bangalore,File Sharing,Inflection Point Ventures,239797377.9602122,Seed,2018
Foyr,Pune,Home Decor,Inflection Point Ventures,4200000.0,Series A,2018
MEngage,Jaipur,Health,Inflection Point Ventures,175000.0,Seed,2018
Inner Being Wellness,Hyderabad,Finance,Inflection Point Ventures,35000000.0,Angel,2018
Kobster,Chennai,E-Commerce,Inflection Point Ventures,239797377.9602122,Seed,2018
Wishberry,Mumbai,Crowdfunding,Inflection Point Ventures,100000000.0,Series A,2018
McXtra,Andheri,Finance,Inflection Point Ventures,1300000.0,Seed,2018
Magic Crate,Bangalore,Children,Inflection Point Ventures,239797377.9602122,Seed,2018
SmartVizX,Noida,Software,Inflection Point Ventures,1450000.0,Seed,2018
MySEODoc,Delhi,Finance,Inflection Point Ventures,239797377.9602122,Seed,2018
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,Pune,Finance,Inflection Point Ventures,200000.0,Seed,2018
Scale Labs,Delhi,Finance,Inflection Point Ventures,1000000.0,Seed,2018
HungerBox,Bangalore,B2B,Inflection Point Ventures,4500000.0,Series A,2018
Biryani By Kilo,Noida,Catering,Inflection Point Ventures,1000000.0,Seed,2018
Wholesome Habits (EAT Anytime),Mumbai,Food And Beverage,Inflection Point Ventures,500000.0,Seed,2018
GoBumpr,Mylapore,Automotive,Inflection Point Ventures,600000.0,Seed,2018
Fixpocket,Ahmedabad,Computer,Inflection Point Ventures,250000.0,Seed,2018
edureka!,Bangalore,Android,Inflection Point Ventures,2000000.0,Series A,2018
Hashtag Loyalty Private Limited,Mumbai,Analytics,Inflection Point Ventures,239797377.9602122,Seed,2018
Wow Express,Mumbai,Delivery,Inflection Point Ventures,4500000.0,Series A,2018
ZunRoof,Gurgaon,Environmental Consulting,Inflection Point Ventures,16600000.0,Angel,2018
Eggoz,Indore,Food And Beverage,Inflection Point Ventures,12000000.0,Angel,2018
Sqrrl Fintech,Gurgaon,Big Data,Inflection Point Ventures,1000000.0,Seed,2018
GalaxyCard,Noida,Finance,Inflection Point Ventures,239797377.9602122,Seed,2018
IndiQube,Bangalore,Real Estate,Inflection Point Ventures,15000000.0,Series A,2018
EGK Foods,Mumbai,Food And Beverage,Inflection Point Ventures,20000000.0,Seed,2018
NirogStreet,Gurgaon,Apps,Inflection Point Ventures,300000.0,Seed,2018
Pixr8,Ghaziabad,Digital Media,Inflection Point Ventures,50000.0,Seed,2018
Nivesh.com,Noida,Finance,Inflection Point Ventures,30000000.0,Seed,2018
Theranosis Life Sciences,Hyderabad,Biotechnology,Inflection Point Ventures,239797377.9602122,Seed,2018
Poshmiles Online Solutions Private Limited,Bangalore,Travel,Inflection Point Ventures,239797377.9602122,Seed,2018
Reculta,Noida,E-learning,Inflection Point Ventures,239797377.9602122,Seed,2018
Orbo.ai,Mumbai,Internet,Inflection Point Ventures,239797377.9602122,Seed,2018
Inntot Technologies,Kochi,Consumer Electronics,Inflection Point Ventures,239797377.9602122,Seed,2018
Zoctr Health,Powai,Apps,Inflection Point Ventures,239797377.9602122,Seed,2018
Hey Deedee,Mumbai,Delivery Service,Inflection Point Ventures,33000000.0,Seed,2018
DigiConnectt Technologys,Bangalore,Information Services,Inflection Point Ventures,125000.0,Seed,2018
Locus.sh,Bangalore,Big Data,Inflection Point Ventures,4000000.0,Series A,2018
Sports Flashes Pvt. Ltd,Delhi,Basketball,Inflection Point Ventures,1000000.0,Seed,2018
Inc42,Delhi,Media And Entertainment,Inflection Point Ventures,239797377.9602122,Seed,2018
Picxy,Guntur,Internet,Inflection Point Ventures,130000.0,Seed,2018
Huddle,Haryana,Consulting,Inflection Point Ventures,300000.0,Seed,2018
Benepik,Gurgaon,HR,Inflection Point Ventures,239797377.9602122,Seed,2018
Cash Suvidha,Delhi,Finance,Inflection Point Ventures,1000000.0,Seed,2018
Smartcoin,Bangalore,Big Data,Inflection Point Ventures,2000000.0,Seed,2018
Carmel Organics,Indore,Agriculture,Inflection Point Ventures,239797377.9602122,Series A,2018
Roadcast,Delhi,Finance,Inflection Point Ventures,250000.0,Angel,2018
Printline Media(ThePrint),Delhi,Digital Media,Inflection Point Ventures,34900000.0,Seed,2018
Creditas Solutions,Gurgaon,Finance,Inflection Point Ventures,239797377.9602122,Seed,2018
UrbanPiper,Bangalore,Software,Inflection Point Ventures,239797377.9602122,Seed,2018
Doxper,Mumbai,Health,Inflection Point Ventures,72000000.0,Seed,2018
i2ifunding,Noida,Crowdfunding,Inflection Point Ventures,50000000.0,Angel,2018
ShakeDeal,Bangalore,B2B,Inflection Point Ventures,239797377.9602122,Seed,2018
HelloVerify,Noida,Fraud Detection,Inflection Point Ventures,239797377.9602122,Seed,2018
Fasal,Bangalore,Agriculture,Inflection Point Ventures,120000.0,Seed,2018
CoinGeto,Delhi,Blockchain,Inflection Point Ventures,120000000.0,Seed,2018
Avail Finance,Bangalore,Finance,Inflection Point Ventures,17200000.0,Series A,2018
Tripeur,Bangalore,Information Technology,Inflection Point Ventures,600000.0,Seed,2018
Wedeterna,Bangalore,Wedding,Inflection Point Ventures,239797377.9602122,Angel,2018
Stumagz,Hyderabad,Digital Media,Inflection Point Ventures,239797377.9602122,Seed,2018
Doubtnut,Gurgaon,E-learning,Inflection Point Ventures,35000000.0,Seed,2018
MCaffeine,Mumbai,Consumer Goods,Inflection Point Ventures,32000000.0,Seed,2018
TrustCheckr,Bangalore,Information Technology,Inflection Point Ventures,100000.0,Angel,2018
HealthAssure,Mumbai,Fitness,Inflection Point Ventures,1000000.0,Seed,2018
Picture TIme,Delhi,Entertainment,Inflection Point Ventures,250000000.0,Seed,2018
1Crowd,Mumbai,Crowdsourcing,Inflection Point Ventures,3500000.0,Angel,2018
Aarav Unmanned Systems,Bangalore,Delivery,Inflection Point Ventures,239797377.9602122,Seed,2018
Wellthy Therapeutics Pvt Ltd,Mumbai,Health,Inflection Point Ventures,135000000.0,Seed,2018
Nua,Mumbai,Consumer Goods,Inflection Point Ventures,239797377.9602122,Seed,2018
Kuvera.in,Bangalore,Finance,Inflection Point Ventures,250000.0,Angel,2018
Livehealth,Pune,Health,Inflection Point Ventures,1100000.0,Seed,2018
Gramophone,Indore,Farming,Inflection Point Ventures,1000000.0,Seed,2018
Ora,Kolkata,Business Travel,Inflection Point Ventures,239797377.9602122,Seed,2018
Buddy4Study.com,Noida,Career Planning,Inflection Point Ventures,3000000.0,Series A,2018
Predible Health,Bangalore,Medical Device,Inflection Point Ventures,239797377.9602122,Seed,2018
Syncremedies Healthcare Pvt Ltd,Bangalore,Alternative Medicine,Inflection Point Ventures,239797377.9602122,Seed,2018
Blueleaf Cyberspace Systems,Bangalore,Internet,Inflection Point Ventures,239797377.9602122,Seed,2018
Toffee,Gurgaon,Finance,Inflection Point Ventures,1500000.0,Seed,2018
ORO Wealth,Mumbai,Finance,Inflection Point Ventures,1600000.0,Series A,2018
HealWell24,Mumbai,Dental,Inflection Point Ventures,200000.0,Seed,2018
Acko General Insurance,Mumbai,Finance,Inflection Point Ventures,12000000.0,Series A,2018
arzooo.com,Bangalore,Consumer Electronics,Inflection Point Ventures,15000000.0,Seed,2018
Bonphul Air Products,Delhi,CleanTech,Inflection Point Ventures,20000000.0,Angel,2018
DheeYantra Research Labs,Bangalore,AI,Inflection Point Ventures,239797377.9602122,Seed,2018
Edyoo,Bangalore,E-learning,Inflection Point Ventures,1000000.0,Seed,2018
Chtrbox,Mumbai,Advertising,Inflection Point Ventures,10000000.0,Angel,2018
Aashiyaan Housing and Development Finance,Kolkata,Finance,Inflection Point Ventures,135000000.0,Seed,2018
BetterPlace Safety Solutions Pvt. Ltd.,Bangalore City,HR,Inflection Point Ventures,3000000.0,Series A,2018
Cashkumar,Bangalore,Consumer Lending,Inflection Point Ventures,50000000.0,Seed,2018
Rocketium,Bangalore,Marketing,Inflection Point Ventures,20000000.0,Seed,2018
FreightBazaar,Hyderabad,Logistics,Inflection Point Ventures,239797377.9602122,Seed,2018
OPEN,Bangalore,Banking,Inflection Point Ventures,239797377.9602122,Seed,2018
mfine,Bangalore,Health,Inflection Point Ventures,4200000.0,Series A,2018
Earth Food,Pune,Food And Beverage,Inflection Point Ventures,64000000.0,Seed,2018
Charcoal Eats,Mumbai,Food Processing,Inflection Point Ventures,50000000.0,Seed,2018
Wishfie,Bangalore,Apps,Inflection Point Ventures,239797377.9602122,Seed,2018
The Social Hook,Bangalore,Marketing,Inflection Point Ventures,239797377.9602122,Seed,2018
FreightBro,Mumbai,Apps,Inflection Point Ventures,239797377.9602122,Seed,2018
Finwego,Chennai,Finance,Inflection Point Ventures,239797377.9602122,Seed,2018
Cricnwin,Gurgaon,Entertainment,Inflection Point Ventures,239797377.9602122,Seed,2018
Wicked Ride Adventure Services Private Limited,Bangalore,Automotive,Inflection Point Ventures,10000000.0,Venture - Series Unknown,2018
Career Anna,Bangalore,Commercial,Inflection Point Ventures,40000000.0,Seed,2018
ERUDITUS Executive Education,Mumbai,Continuing Education,Inflection Point Ventures,40000000.0,Series C,2018
Gaia Smart Cities,Mumbai,Smart Cities,Inflection Point Ventures,239797377.9602122,Seed,2018
Square Off,Mumbai,Internet Of Things,Inflection Point Ventures,1100000.0,Seed,2018
UrbanClap,Delhi,Apps,Inflection Point Ventures,50000000.0,Series D,2018
Hospals,Delhi,Medical,Inflection Point Ventures,1500000.0,Seed,2018
Kogta Financial India Limited,Jaipur,Finance,Inflection Point Ventures,1540000000.0,Series B,2018
Perspectico,Delhi,Career Planning,Inflection Point Ventures,239797377.9602122,Seed,2018
The Souled Store,Mumbai,Fashion,Inflection Point Ventures,3000000.0,Venture - Series Unknown,2018
Hush - Speak Up. Make Work Better,Bangalore,Communities,Inflection Point Ventures,45000000.0,Seed,2018
Drivezy,Bangalore,Automotive,Inflection Point Ventures,100000000.0,Seed,2018
Freyr Energy,Hyderabad,Energy,Inflection Point Ventures,1500000.0,Series A,2018
NIRAMAI Health Analytix,Bangalore,Health,Inflection Point Ventures,6000000.0,Seed,2018
CloudSek,Bangalore,Information Technology,Inflection Point Ventures,140000000.0,Seed,2018
Lendbox,Delhi,Crowdfunding,Inflection Point Ventures,60000000.0,Seed,2018
Verloop,Bangalore,Customer Service,Inflection Point Ventures,3000000.0,Series A,2018
Flickstree,Mumbai,Advertising,Inflection Point Ventures,239797377.9602122,Seed,2018
Paymatrix,Hyderabad,Credit Cards,Inflection Point Ventures,100000.0,Seed,2018
Idha Skin Clinic,Bangalore City,Beauty,Inflection Point Ventures,5000000.0,Seed,2018
InCred,Mumbai,Banking,Inflection Point Ventures,41900000.0,Private Equity,2018
Vedantu,Bangalore,EdTech,Inflection Point Ventures,11000000.0,Series B,2018
Sportido,Noida,Social Media,Inflection Point Ventures,239797377.9602122,Seed,2018
Stelis Biopharma,Bangalore,Biopharma,Inflection Point Ventures,100000000.0,Series B,2018
Magicpin,Gurgaon,E-Commerce,Inflection Point Ventures,1410000000.0,Series C,2018
Try & Buy,Delhi,E-Commerce,Inflection Point Ventures,239797377.9602122,Seed,2018
Mech Mocha,Bangalore,Entertainment,Inflection Point Ventures,3530000.0,Series B,2018
Aye Finance,Gurgaon,Finance,Inflection Point Ventures,72000000.0,Seed,2018
Aldopay,Chennai,Mobile Payments,Inflection Point Ventures,200000.0,Seed,2018
Detect Technologies,Chennai,AI,Inflection Point Ventures,3300000.0,Series A,2018
Signzy,Bangalore,Computer,Inflection Point Ventures,240000000.0,Series A,2018
CashRich,Mumbai,Apps,Inflection Point Ventures,1000000.0,Seed,2018
Cloudnine Hospitals,Bangalore,Child Care,Inflection Point Ventures,239797377.9602122,Private Equity,2018
CropIn Technologies,Bangalore,Agriculture,Inflection Point Ventures,580000000.0,Series B,2018
Billdesk,Ahmedabad,Finance,Inflection Point Ventures,239797377.9602122,Venture - Series Unknown,2018
Yaantra,Delhi,Information Services,Inflection Point Ventures,2000000.0,Seed,2018
TECHBOOZE,Delhi,E-learning,Inflection Point Ventures,100000.0,Seed,2018
HealthifyMe,Bangalore,Apps,Inflection Point Ventures,6000000.0,Series B,2018
hoi foods,Gurgaon,Food And Beverage,Inflection Point Ventures,36000000.0,Seed,2018
Perpule,Bangalore,Apps,Inflection Point Ventures,340000000.0,Series A,2018
Royal Sundaram General Insurance Co. Limited,Kalpakkam,Insurance,Inflection Point Ventures,210000000.0,Corporate Round,2018
CleanseCar,Bangalore,Automotive,Inflection Point Ventures,35000000.0,Angel,2018
DRIVEU,Bangalore,Rental,Inflection Point Ventures,70000000.0,Venture - Series Unknown,2018
Spinny,Gurgaon,E-Commerce,Inflection Point Ventures,11000000.0,Series A,2018
Asset Reconstruction Company (India) Ltd.,Mumbai,Finance,Inflection Point Ventures,239797377.9602122,Secondary Market,2018
Med365 Healthcare,Jaipur,Health Diagnostics,Inflection Point Ventures,50000000.0,Seed,2018
Dunzo,Bangalore,Customer Service,Inflection Point Ventures,70000000.0,Seed,2018
Mobile Premier League (MPL),Bangalore,Gaming,Inflection Point Ventures,5000000.0,Series A,2018
WalMart India,Gurgaon,Retail,Inflection Point Ventures,37680000.0,Venture - Series Unknown,2018
Cred,Bangalore,Finance,Inflection Point Ventures,239797377.9602122,Seed,2018
Meesho,Bangalore,E-Commerce,Inflection Point Ventures,50000000.0,Series C,2018
